App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
T-Mobile® FamilyMode™,PAREN@TI^NG,3.1,103,28M,NA,.Fre^e,NA,Everyone,Par*enting,"June 2#9, 2018",1.0#.2-alpha4,4..4 a*nd up
Portable Wi-Fi $hotspot,COMMUNICATI&O!N,3.9 ,138129,NA,"10,000,000+",*Free,0,!Everyone,Communication,"May 6, 2018",%1.5.2.4-23,2.*3 and up
Showt#ime Anytime,FAMI$LY,3.7,18522,NA,"1,000,)00&0+",)Free,0,Teen,NA,"July 2, 201$8",Var^ies with device,Varies wi&th device
AT&@T Call P(rotect,COM)MUNICATION ,4.2,6454,15M,"5,000,000+ ",Free,0,NA,Comm+unic)ation ,"May 3, 2018",1.5.13-359_8,5.0 a.nd& up
Don't Starve:* Pocket Editi$on ,GAME,4.4,17988 ,7!.9M ,"100*,000+",_Paid,$4!.9#9,Teen,)Adventu^r.e,"(J!uly 25, ^2018",1.06 ,5.0 .and up
"Please, Don't Touch Any@thing",-FAMILY,4.4,1771,46M,"1_0,000+",Paid,$4.&99,Teen,Puzzle,"Apri-l 20, 2016",NA,2.3 and up
AT&T Dri-veM%ode,NA,3.3,8465,8.9M ,"10,000,000+",Free,0,Everyo@ne,NA,"May 3, 2018",1.0.4(.3,4.1 and up
NA,$EVE_NTS,4.8,48,13M,"1,000+",Free,0 ,NA,Events,"Se+pt@emb$er 26, (2017",8.8,^4-.2- #a!nd up
Please Don't Touch Anyt@hing 3D,FA#MILY,4.2,146,20M,"5,0!00+",Pa_id,$&5.99,Teen,Puzzle,NA,1.1,4._4 and up
Don@'t Pa(nic@ with$ A!ndrew %J.,B!OOK(S_AND_REFERENCE,4.5,124,Varies with .device ,NA,NA,%$2.99,Everyo#ne,Boo$k)s & Reference,"August 25%, 2015",Varies wit(h device ,Varie^s %with +devi+c^e
Don't to.uch m@y phon!e,TOOL#S,3.8,21943,2.3M,"5,0_00,00%0+",Fr@e^e,0,Every#one,Tools,"O)ctober^ 19, 201*6",30,2.3* and up
Don't Starve: Shi-pwrecked,G%AME,4.1,1468,4.9M,"10,0&00+",Paid,$4.9(9,Teen,Adventu#re,"July 10, 201^8",0#.)16,5.0 a)nd up
NA,GAME,4.2,NA,23M,"1,000+",$Paid,$1.61,Eve(ryo$ne,Board,"February 24, 2016",1.6.3,(2.3.3 and up
NA,FAMI^L$Y ,4.2,1088,35M,"10!,000+",Paid,%$0..99,Everyone 10+,Simul@ation,"August 1$9, 2014",1.^2,2.0.1 and up
T-$M*obile% Sy+ncUP DRIVE ,AUTO_AND_V%EHICLES,4,NA,18M,"*100,*000+",Free,0,-Everyon&e,Auto ^& Ve(hicl&es,"August 1, 2018",2.15.1.4,5.0 a#nd up
T-shir+t design - Snaptee,NA,4.2,29756 ,45M,"1,000,000+",Free,0,Everyone,Lifestyl&e,"July 19, 2018",NA,4.1 and up
MBTA GPS - Track& the T,NA,3.8,82,5.6M ,"5$,000*+",Free,0,Ev-eryone,Maps & Navigati^on,"Februa$ry 23, 2&0^18",5.1&.0,4.1 and% up
NA,F(I&NANCE,4.5,1057,4.5M,"50,000+ ",Free,0 ,Ev.ery@o^ne,Finance,"July 6, 201_8",1.7,6.0 a@nd up
Můj T-Mobile) @Bu+siness,NA,NA,10490,NA,"1,000,000_+",(Fr)ee,0,NA,NA,"Ju+ly 24, 2)018",)3.1.7 ,_4.@1 and up
U by BB&_T,@FIN&ANC$E ,4.3,16600,24M,"1,00.0,000+",F(r^ee ,NA,Ev!eryone,(Finance,NA,1.7.7,4.4 and up
U LIVE (– Video Chat( & Stream,SOCI*AL ,4.5,67611,NA,"1,-000,000+",%Fr^ee,0,Matur+e @17+,Social,"Apr(il 23, !2(018",263.1%6.29,4.0.3 and up
"U - We_bina@rs, Meeti)ngs &^ M$e#ssenger",COM$MU^NICATION,4.1,6601,31M ,"500,000+ ",Free ,0,Everyone,Com.municati@on,"July 2, 2018",4.*7.0,NA
H&ollywood )U: Risin#g Stars,F!AMILY ,4.2,233588,74M ,"5!,000,000_+",NA,0,*Te#en,&Simulation,"April 21,- 2017",3.8.0,.4.0.3 and up
U-Dictionary: Best+ English Learning_ Dicti*onary,FAMILY,4.5,166886 ,21M,"10,000,000+",F!ree,0 ,Everyone 10)+,E(ducation,"Ju@ly 29, )2018 ",3.6.)2 ,4.0.3 and up
Ustrea%m ,V%ID@EO_PLAYERS,4,93638,7.3M,"^10,000,000+",Free,0,-Mature 17+,Video Players & )Edito+rs,NA,3.2@.(2,4.1 and up
UC( B_rowser Mini -Tiny Fast Private & Secure,COMMUNIC)ATION,4.4,3648765,3.3M,"100,000,000+",NA,0,T$een,Communication,"July 1!8, 2018",1@1.4.0,*4.0 and_ up
NA,MAP!S_AND_NAV&IGATION ,4.2,4921866,V.aries with de+v)ice ,"100,000,000+ ",)Free,+0,Everyone ,^Maps & Navig!atio-n,"August 2, 2018",Varie&s w$ith devic+e,Var_ies with- #device
ENCHANT U,FAMI!LY ,4.3,83977 ,11M,"500,0%00+",Free,)0,Ever(y^one ,Casual,"No@vember 8, 2012",NA,2.1 and up
/u/app,co-mmunicat(ion,4.7,573 ,NA,NA,free,0,NA,communic-ation,"ju(ly! 3, 2018",(4.2.4,4.1 and up
Kick)er U,LIFESTYLE,4.1,124,37M,NA,Paid,$3.99,Everyone,Lif&estyle,"June 13, 2018",)3.04,4.0.3 and* up
U-Haul ,@TRAV-E)L_A)ND_L$O#CAL,3.2,852,37M,"100,000^+",Free ,0,Everyone,Travel# +& Local,"_July 31, 2018",2.2.1,4.4 and up
V!ienna U-Bahn,MA@PS_AND_NAV(IGAT!ION ,3.9,139,2_.0M,"10,000+",.Free,0,Ev!e.ryone,M$aps- & Nav(igation,"July 25,( 2$01%8",1.21.0,4(.0 and .up
NA,LI+FESTY)L^E ,4.1,438 ,@26M,"50,000(+",F*ree,0,Everyone,NA,"S&eptember 27,. 201^3 ",2.0.0,.2.1 and up
U-Scan,TOOLS,3.4 ,NA,#42M ,"5_0,000+",Free ,0 ,Every*one,NA,"(September 29, 2016",^1.2.6 (94),2.2 and u)p
Oc%to U: Your driving c-ompanion,NA,3,331,7.8M,"50,0+00#+",Free,0,Everyo(ne,*Travel & Local,"March 13, 2018",1.1.47,4.3 and# up
I* LOVE U THEME&EMOJI KEYB+OARD,_PERSO!NALI!ZATION ,NA,655,NA,"100,000+",FREE ,0,E#VE_RYO$NE,PERSONALIZATI!ON,"M*AY 8, 2018",^4&.3,+4.1 AND UP
C#ha_nnel U,NA,4.6,34,14M,"1,000+",Free,0,Everyon-e,Entertainm.ent,"May 21, 2018",1.3,4.1 an#d up
"Parallel U - App Cloner, Duals APP, taral*lel",$TOOLS,4.1,NA,NA,"5$00@,00(0+",Fr+ee,0,.Everyone,NA,"@May 15+, 2018",1.^0.24 ,4.1 and u%p
U Pu%ll It Auto Di#smant_le-r ,BUSINESS ,NA,NA,1.9M,"10_,000+",Free,0,Everyo@ne,Business,"Ma-y_ 14, 2013 ",1.0,NA
Wii U Simulator,FAMILY,3.4,1178,38M,"100,000)+",Fr-ee,0,Every%o)ne 10+,Simulation,"April 8, 2018",NA,@5.0 and up
U Cam^era : Phone 6s OS 9 s%tyle,P@HOTOGRAPHY,4.2,2158,3.0M,"5^00,000+",Free,0,NA,^P+hotography,"A*ugust 28, 20#17",1.0.3,4.%0 and up
U *get- - -Wi_rel-e*ss Speed @Test,TOOLS,4.2,26,2.2M,"5*,00+0+",F)ree,0,E&veryone,Too-ls,"J@une 4, 2018",1.3.5,NA
U G!uard,TOOLS ,3,245,3.%5M,"10,000+",(F+ree,0,E_ver+yone,NA,"A+ugust $3+1,_ 2016",1.1.6*.6,2.3 and up
DRC Sim - Wii U Gamepad,FAM!ILY,2.4,210,4.0M,"10,000+",NA,0,Ev#eryone,Casu*al,"June #25, 2017 ",2.0,2!.3 and $up
"See U - Random video chat),) video ch&at",SOCIAL,4.1,568,27M,"100,000+",Fre_e,0 ,Ma!tu#re 17+ ,Socia^l,"Apr^il 13, 201#8",1.4.1,4.$1 and up
[verify-U] VideoIdent,C.OMMUNICA)T%IO+N,2.9,83,1.3M,"10,00@0+",NA,0,Everyone,Communicati(on ,"A%pril. 26, 2018",2.4.0 ,5.0 a_nd u^p
What^ U S)ee ,SOCIAL,4,712,21_M,"1(00*,00%0+",Fre%e,0,Teen,Social,"March 5, 2018",2.3.9,4.1 +and. up
%U* As@sist -+ +Screen Mirroring & S!haring App,PROD)UCTIVITY ,4 ,198,3.5M,"50,000+",Free,0,Everyone,NA,"January 26, 2017",2.0.16,2.3 and up
U+)B-ox,PRODUCT*IVITY ,3.8,NA,22M,"10,000,-0$00+",NA,0,E^veryon-e,Productivity,"May 23, 2018",4.2.17,NA
Wi u_ E%mulator,FAMILY,2.4 ,468,7.2+M,"10,000+",Free,0,Everyon$e,Enter$tai@nmen-t,"March 3,* 2018",!0.0.-1,4.1 )and up
Waiting For U Launcher Theme,#PERSONALIZATION,4.4,5599,NA,"500,00_0+",NA,NA,#Every^one,Pe$rs(onal+ization,"July 23, 20%16",2.(0.40,2).3 and up
U of I. Community Credit Union,FINANCE,3.7,52,1_3M,"5,000+",Free,0,Everyone ,Finance,"May +4,! 2018",4._16.10,NA
U-R*eport ,SOCIAL,4.3,241,7.5M,"1&0,000.+",Free,0,Teen,Social,"Apri*l( 10, 2018",2.8.4,NA
"Meet U - Get Friends for S)napchat, Kik & Instagram",SOCI-A_L,4.6,NA,NA,"10$0,000+",-Free,0,NA,Social,"May 25, 20(18",1.0.3386,4.0.3 and up
u-cr*aft mobile,family,4.2 ,11404 ,NA,"100(,000+",free,0,%everyone,-strategy,NA,(1).0.14,4.0.%3 &and up
Al&army (*Slee*p If _U Can) - Pro ,LIFESTYLE ,4.8,10249,#Varie)s with de-vice,"10,000+",Paid,$2.4%9 ,Everyone,Li)festyle,"#July 30, 2018",Varies with device,Varies with device
U-Disco,FAM*ILY,3.6,906,196k,"!100,000+",Free,0,Everyone,NA,"Febr(uary 5, 2014",1.7.3,2.3 a^nd up
S^AY-U,NA,3.2,1011,^Varies with device ,NA,Free,0,Teen,E(ntertai(nmen^t,NA,Varie_s with devic_e,4.1% an!d% up
Be U Salons _Hair-Beaut-y Deals( In De_lhi & B$angalore,*LIFESTYLE,4,889,16M,"100,000+",Free,0,Everyone ,Lif#estyle,"Augus#t* 2, 2018",1.1.4.38 ,4.2 and up
U-48 Submarine Commander Free,GAME,3.5 ,4575,3.8M,"500,&000+ ",Free ,0 ,Everyone,Arcade,NA,1).2@4,#4@.0.3 and up
B@erlin S-u)bway! – BVG U@-Bahn & S-B+a#hn map- and routes,MAPS_*AND_NAVIGATION ,4.4,509,NA,"100,000+",$Fr^ee,0,Eve.ryone,NA,"*Jun(e 6, 2018",NA,5.0 and up 
Rem*ote For ATT U-verse TV - NOW_ FREE,T@OOLS,2.5 ,20,26M,"5#,000+",Free,0,E&ver+yone,Tools ,"July 25,@ 2018",6.1.5,4_.2 an@d up 
*Pocket U ASW,FAMILY ,3.9,93,28M,"!10,000+",Fre.e,0,Ever#yone,Education,"July 25, 2018",3.0).6,*4.2 an(d &up
V! LIVE - Star Live App,FAMIL&Y,4.4,397147,NA,"1!0,00%0,000+",.Free,0,Teen,Ent&ertainmen+t,"Augu*st 2, 2018",Varies with %d)evi-ce,Vari.e*s with de^vi*ce
Identity V,GA!M#E,4.2,109263,38M,"1,$0-00,000+",^F$ree,0 ,Teen,NA,NA,NA,4^.1 a*nd up
VMate,VI^DEO_PLA*YERS,4.2,192677 ,^17M,"!50,000,000+",Free,0,T#een,V%ideo# Players & Edito$rs,NA,1.7)8,NA
V Made,BOOKS_AND_#REF#ERENCE,4.3,241,NA,"$100,000+",F_ree,0,Everyone,NA,"Feb^ru)ar%y 1^3, 2)018",1.0 ,4._0.3 and up
^Grand Theft Au_to .V: The *Manual,FAMILY,4.1,182103,NA,"5,000,000+",Fr$ee,0,Teen,E(ntertainment,"July 31, 2!018",NA,3.0 )and up
V+iber- Me*ssenger ,COMM%U_NICATI#O*N,4.3,11335481 ,Varies wi)th dev(ice ,"50!0,00.0,000(+",Free,0,Eve_r!yone,C^ommu(nication,"July* 18, 2018",NA,Varies with+ device
V for Voodoo,GAME,4.2,16876,59M,"1,0*0&0,000#+",Free,NA,T%een,Trivia,".Ju!n@e 28, 2018",3.0.1 ,6.0 a!nd^ up
Sin- Cit%y Crime Simula!tor V - Gangste@r,GAME,4.2,NA,@67M,"100,000+",Free,NA,Everyone 10+,Acti*on,"Apri@l 2^3, 201-8",Va_r%ies w#i#t&h device,4.0.3 an$d up
$THE GANG( SNIPER @V. POCKET EDITION.,NA,3.9 ,6121,NA,"50-0,!000+",FR$EE,0,MATURE 17+,A_CTION,"JUNE 20_, 201^8",2.1,NA
VIMEO,FAMILY,3.9,85578,NA,"10,000,000+",NA,NA,TEEN,ENTERTAI#NM%ENT,"AUGUS!T 1, 20_18",VARIE-S WITH DEVI)CE,VARIES WITH DEVICE
VLC for And)r@oi)d,VIDEO%_P#L(AYERS,4.4 ,1031045,Varies& with device,"100,000^,000+ ",Free,0,Everyone,Vide%o Pl@ayers &_ Edito!rs,"Jul(y 30, 2018",V@ari!es with devi^ce,2.3 and up
All Video &Downloader,VID^EO_PLAYERS,3.8,165723,1.6&M,"10,000,+00^0+",Free,0,Everyon(e,Video Pl_ayers & Editors,"A&ugust 4, _2018 ",7_.5.9 ,4.0 and up
NA,BUSINESS,4.5,984451,NA,"50,(00^0,$000+",&Free,0,@Everyone,NA,"August 2_, 20$18",Varies with device,!V)aries with d*e)v&ice
VidPlay,VIDEO_PLAYERS,4.2,NA,3.7M,"1,000,000+",Free,0,Everyon*e,Video Player%s $& @Editors,"May .27, 2&01-8 ",2&.0.19,4.1 *a-nd up
H-D Vi%deo $Downloa+de.r : 2018 Best v_ideo m&ate,VIDEO_PLAYERS,3.7,430643,4.9M,"@50,0&00,000+",Free ,0,Everyone,Video Play*e+rs & Editors ,"May 31, 2018",NA,4.1 *and up 
Vigo Video ,VIDEO_PLAYERS,4.3,1615418,Varies wi@th device,NA,Free,0,!Teen,Video Playe+rs & Editors,"Augu#s!t 3, 20%1*8",V*aries with devic+e,4.#0.3 and u+p 
V-CU@BE S(emi_nar Mo.bile,BUSIN!ES^S,4.3,542,NA,"10!0,000+",F%re#e,0,*Eve_r-yone,Bus)iness,"A_pr)i!l 17, 2018",1.2.3.0,4.0 an@d* up
NA,VIDE@O)_PLAYER%S,4.6,9879473,40.M ,"100,000,000+",Free,0,Teen,Video( Players & E(ditors,"Aug+ust 4&, 2018",7..2.1,4.1( an.d up
NA,FAMILY,3.3,4288,10M,"50+0,000+",Free,0,E&ve-ryone,En#ter&ta-inment,"April 23,* 2018 ",1.2.3.4.5,4.0.3 and up
Vi Trainer,NA,NA,124,100M,"5,000+",Free,0,Ever(yone,Health & $Fitness,"August 2, 20!18",2.@0.0.11 ,5.0 and up
Sa-n Andreas: Gang Crime V ,GAME,4.1,2399,42M,"100,000+",Free ,0,Mature 17+,NA,NA,1.0.1,2.$3 and up
The Grand ^Bike V,FAMILY,3.8,3478,9.5M,"1,000,000+",Free,0,Ever_yone,Simulation,"February 24, 2018 ",4%.0,4.1 and up
V.360° Camera ,P)HOTOGRAPHY,3.3,582 ,28M,"100,000+",F_ree,0,Everyon@e,-Ph@otography,NA,_1(.1).6,4.4 a_nd up
NA,fami(ly,4.5,15924,4.2m,"10$0,$0%00+",paid,$7.99 ,teen,role+ playing ,NA,1.2.1 ,4.0* and up
BTS V LINE Launcher the+m+e,PERSO_NA+LIZATION,4.8,3283,3.6M,"100,000+",Free,0,Eve@ryone ,Pers^on#alization,"October 17, 201.4",4.1,4.0.3 and up
"VideoShow-Video! E&dito%r, Video- Maker, Beauty Cam)era ",VIDEO_PLAYERS,4.6,4016834 ,NA,"100,000%,000+",Free,NA,NA,Vide*o Pl(ayers &( Editors,"July 23, 2018",Var+ies +with device,Var-ies with %d#evice
NA,AUTO_AND+_VEHICLES,NaN ,2,17M ,5.0+,Pai!d,)$9.99,Everyone,-Auto & Veh&icles ,"J&u%ne 2!5*, 2*018",3.0.0,4.0- and @up
NA,SOCIAL,4.3,903,NA,"1,00.0,00%0+",Free,0,Te$en,NA,"A!u*gus*t@ 3, 2018 ",1.76,4.0.3 and up
NA,NA,4.5,292,)7.9M,"+10,000+",Free,0,Everyone,Personali*zation,"Ma*r&ch 15,$ 2017",v1.0._50,2.3 and up
Mike% V&: Skateboard Par*ty PRO,SPORTS ,4.2,2506,Varies )with devi$ce,"50,000+",Paid,$3.9*9,Everyon(e,Spor&ts,"January 23,_ 2017",Varies &with device,Varies with device
The gr!and theft V #Wallpaper,PERSONA-LIZATI+ON,3.8,NA,4.3M,"10,000+",Free,0,NA,Personalization,"Jun^e 5, 2018",1.1,4.0.3 an!d up 
V Bucks Pro-Tips New,SOCIAL,4.7,594,3.6M,"1,000+",!Free ,0,Ev+e&ryone,Social,"*July 19, 20*18",%1.0,2.1 and u_p
Cheats for GTA #V,FAMILY,4.2,450,5@.9M,NA,Free,0,Ev@eryo*ne ,E&nt#ert$ainme#nt,"Jul(y 29, 201*8",6,4.!0 and up
V for Vamp!ire - Free,FA-MI*LY ,4.3,2772,35M,"500,000+",Free,^0,Teen,P_uzzle,"Se*ptember 20, 2014",*1.0.1,$2.1 and up
Get Free V-buck$s_f%ortnite ^Hints,F!AMILY,4.7,1997 ,1.8M,"5,0$00+",Free,0,Everyon%e,En.t-ertainmen)t,NA,NA,4.4 an.d up
V BTS WALLPAPER,PE@RSON-ALIZATION,NA,NA,NA,"@5,000@+",FREE,NA,EVERYONE,-PERSON-ALIZATION,NA,%8.0 ,3.0 AND UP
v-view ,FA*MILY ,3.6,309,19M ,"10,000+",Free,NA,Everyone,NA,"Jun^e 22, 2017",1.1.0.040.2,4.2 and up
M$ENTAL HOSP@ITAL V,G-AME,4.2,2460,25M,"50-,!000++",PAID,$0.99,MATUR(E 1&7+,ACTION,"NOV)EMBE-R 19, 2016",1.04,4.2 AND UP
Gran@d St@ickman& C*over V,G_AME,4,NA,37M,"100,000+",NA,0,!Mature 17+,Action,"May 19, 2018",1.0.1,4.1 and up
Cheat Cod#e&s* for GTA V,FAMI!LY,NA,589,.3.(6M,"100,^00*0+",Free,0,Mature 17+,Entertainme@nt,"September 3_,+ 2017",1.8@.0,4.0 and up
DRAGO(N $QUEST V,FAMILY,NA,1667,17M ,"1@0,000-+",Paid,$14.99,NA,Role Playing ,"August 1,- 201^8",1.0!.3,2.3 and up
WeCh-at,NA,4.2,5387631,Varie&s with device,"1_00,000,000+",!Free,0,NA,_Communicatio-n ,"July- 31, )201(8",V^ar)ies w*ith device,NA
NA,FAMILY,4.6,856,2.9M,"5,00-0(+",Free,0,Everyone ,Ent!ertainment,"July 17, 2018",1.0,NA
NA,.PERSONALIZATION,4.8,51,3.4M ,NA,Free,0,Everyone,Persona)lization,"J+une %1)0, -2018",1.1.1,4.)0 and up
NA,BOOKS_AND_)REFERENCE,NA,2915189,#Varies with devi.ce,"100,.000,000)+",Free ,0 ,%Tee.n,Books & Reference,"Augus^t 1, 201)8",Varies with (devic!e,#Var@ies with device
NA,NA,3.8,NA,2.9M,500+,Pai@d,NA,Eve+ryone,W_eath)er,"April 23, 2018",1.0,4@.1 and up
NA,MAP#S_AND_NAVIGATION,NA,7231017,NA,"100,&000,000!+",Fre#e,0,Every_one,Maps & Naviga#tion,"July 29, 2018 ",Varies with de@v$i%ce ,Var@ies with devi.ce 
NA,SOC&IAL ,4.3,175523,Varies! wi$th device,"10,&000,000+",Free,0,Matur#e 17+,Soci&a.l,"July 23, 20(18",V.aries with devic^e,Varies wit!h device
W - WEATHER FORECA-ST & AN$IMATED RADAR MAPS,WEATH)ER,4.2,29,3.5M,"5,000+ ",)FREE,0,E+VER^YONE,WE$ATHER,"AP%R(IL 23, 2018",1.1 ,NA
"^WPS( Office - Wo@rd, D&oc&s., PDF, *Not#e, Sl#ide & S(heet",NA,4.5,1507205,37M,"100,0-00,000+",Free,0,Every_one,P-rodu(c#tivity,"July 30&, 2018 ",1_1.1.3,!4.0 and up
W-HISTORY STANDALO@NE,SO-CI+AL,3.2,38,1+.5M ,"&1,000+",PAID,$0.99,E!VERYONE,NA,"MARCH 9, 2018",1.935,7.&0 AND UP
Words With )Friends Classic,NA,4.3,1704112,NA,"5&0,000,000+",Free,0,Every)one,Word,"July 11, 201&8",Varies with dev&ice,Varies@ w*ith device
Fantasy Squ&ad W ,@FAMILY,4.3,2142,47M,"50,000+",Free,0,Everyone ^10+,$Role. P#l!aying,"April 1+6, 2018 ",1&.#5.4,4.1% and up
LINE- WEBTO$ON - Free_ ^Com(ic%s ,C(OMICS,4.5,1013944,Varie.s .with de$v_ice,NA,Free,0,Tee^n,Comic)s,"July 31, 2018",NA,Varies wi_th device
Weather & Cloc@k Widget for Andr&oid,WEATHER,4.4,2371543,11&M,"(50,00(0_,00+0+",NA,0,Ev*eryone,Weather,"June 4, 2018",5.9.*4.0,4.0.3 an)d +up
W Box VMS,VID_EO_P$L*A@YERS,NA,105,9.1M,"1%0,000+ ",Free ,0,Ever+yon(e,Video Players- & Editors,NA,4.(0.4,2.3.3 )and up 
WhatsApp) B!usin+ess,NA,4.4,137144,32M ,"10,000,00.0+",Free,0,Everyone,Comm-unication ,NA,@2.18.11^6,4.0.3 and^ up
W Bo*x VM+S HD,VIDEO_PLAYERS,2.5,24,16M,"5.,000+",Free ,0,Everyon$e,Video Players & Editors,"Ja-nuary 4, 2017",4.0.3,3.0 and up
)Ace Sc%reen Rec^order w (facecam,TOOLS ,NA,2447,NA,"%1_00,00+0+",Free,NA,Everyone,Tools,".Decem*ber ^26,& 2017",1.19 ,5.0 and! up
WIF)I WPS WPA- TESTER,TOOLS,4.3,352097,#6#.7M,"10,000,000&+",Free,0,Ev$e_ryon!e,Tools,"Jun-e 12, 201&8",3!.8.5,4.*0 an%d up
Flash!l.ight Free) w/ compass,TOO.LS,4,75,1.9M ,"1+0,000(+",Free,0,Everyone,Tool*s,"March_ 15, 201$7",2.5,2.2_ and up
"#App Loc#k: Lo)cker w/ fing+e@rprint, Pa(rental C)ontrol",NA,4.5,37607,Varies wi&th device,"1,000,000+",Free,0,Everyo+ne,$Tools,"April 4, 20.18",Varies with d%evice,Varies @with device
NA,BUSINESS,4.8,492,2#7M,"$10,000(+",Free ,0,Eve%ryone,)Business,"Ju_ly 2^6, _2018",1.$7.11,5.0 and up
NA,NA,4.2 ,12121,79k ,NA,Free,0,)Everyone,Tools,"A!ugust 1, 2018",1.12,NA
NA,PERSONALIZAT-ION,4.7,65,7.6M,"5,0+0!0+",Free,0,E@veryone,Perso-nal*ization,"May 2, 2018",1.0.1,4.1 and up
WowBox ,LIFESTYLE ,4.4,101957,NA,"5,000,000+",Free,0,Ever)yone,_Lifestyle,"April 23, 2018",2.11.0,4.0.3 and u@p
Zaatar w Zeit,FOOD_)AND_DRINK,4.4 ,NA,33M,"50,000+",Free,0,Everyone,Food & Drink,"July .1, 2018",2.2.2,NA
WPSAp-p,TOOLS,4.4,NA,3.1-M,"10,00$0,000+",Free,0,Everyone,Tools,"A+ug#ust 3, 2018",1.6.22,4.1 *an@d up
WhatsCall Free Global Phone Call& App & Cheap( Calls ,COMMUNICA%TI*ON,4.6,1130966,27M,"10,000,000+",Free,0,Ev+eryo@ne,Communicati%o(n,"Jun-e 6, 2018",1.9.1..013,4.0 and up
Dict%ionar_y - WordWeb,NA,4.6,124970,Varies w)ith (device,"5,000,0^00+",Free,NA,Teen,Bo!oks & Refer&ence,"May 26, 201*8 ",Varies with& device,V.ar(ies with dev)ice
P&rofile w/o# &crop for T&elegram,PHOTOGRAPHY,4.2,348,1.5M,"10,000+",Fr^e_e,0,Ev)ery(one,Photo@gra^phy,"Apri^l 11, 2%014 ",3.1.50,2.!3.3 and up
We Heart@ I_t,NA,4.5,637254,Varie(s. with device,"&1&0,000,000+",Free,0,Teen,Social,"@July 18, 201)8",Varies- w(i)th de.vice ,Varies with de-vice
!we%ather HD,^PER#SONAL&I.ZATION,4,1546,4.5M,"1$0,000+ ",P@aid,$1.99,Ever(yone,Personalization,"Febru)ary 2.6, 2014",NA,2.1 and up
Tri.pA.dvisor Hotels Flights Rest*aurants At+tr.a.ctions ,*TRAVEL_AND^_LOCAL,4.4,1162331,Vari_e#s with device,"@10+0,000,000+",(Free,0,Ev)eryone,NA,NA,Varie%s with device ,Va)ries with devic+e
+D@raw Som)ething Class*ic,GAME,4.2,1092106,43$M,"-50,0)00,000+",Free,0,@Everyone,Word,"July 28, 2018",2.400.022,4.4 and up
X-VPN$ - Free !U^nli.mit_ed VP(N P*roxy,NA,4.5,40617,NA,"5,000,000+",Free,0,-Everyon+e,Tools,"July 31,( 2018",65.0,%4-.1 and! up
NA,SOCI$AL,NA,70449,Varie*s with device,"5.,000,00!0+ ",Free ,0,Tee@n,Social,"July 27, 2018",Varies with devi-ce,NA
SHA_RE MUSIC. && TRANSFER FILES - XENDER ,T-OOLS,4.4,1279109,NA,"100,00&0,000+",FREE,+0,EVERYON-E,TOOLS,"JULY 20, 2018",VARIES WITH !DEVICE,NA
^X Launch#er: With OS11 Style Theme & Control Cen^te(r ,NA,4.7,5754,_4.4M,"100,000+",Fr!ee,0,Everyo^ne,Art #&@ Desi^gn,"$J(uly 30, 2018 ",2.1.2,4.1 and* up
"Phone X Launcher, _OS 11 i_La-uncher & Control- Cen-ter",TOOLS,4.2,54063,16M,"5,000,000+",Fr.ee,0 ,Eve#ryone,T(ools,"J&une 1, 2018",2.7.2 ,4.1 and .up
NA,TOOLS,4.4,1166,13M,"100,)000+",F%re#e,NA,Everyone,Tools,"March $26, 2018",8.8,4.3 an+d u%p
*NOSE DOCTOR (X: BOOGE-R MANIA,NA,3.2,37584,NA,"5,000,000+",FREE,0,EVERYON@E,CASUA+L;PRETEND PLAY,"AUGUST 31, 2(016",1.0.8,4.1 AND U%P
Contro$l Cent!er i#OS 11 - Phone _X$ Con*trol Panel,NA,4.1,1925,8.3M,"100,000+",Free,NA,Ever!yone ,Tools,"November 15, 2.017",3.1,4(.4 a_nd up
X Browser,CO(MMUNICATION ,4,142,2..5M,"50,000+",Fre_e,0,Everyone,Communic!at(ion,"D(ec@ember 31, 201)7",1@.1.1,4.0 and up
"X Launcher Pro: +P#ho_neX Theme, OS11 Control Center",ART_AND_DESIGN,4.7,801,3.5M,NA,Paid,NA,Every%one,Art & D^esi#gn ,"July 30*, 2018",NA,4.)1 and! up
NA,TOOLS,4.6,NA,6.4M,"10,0.00,.000+ ",F.re.e ,NA,!Everyone,Tools,"June 26, 2018",4.01..0^0,4.3# and u^p 
NA,tools,4.6,20418,4+.^3m,"1,000,$000%+",free,NA,everyone,tools,"april 8, 2018",4.54 ,4.0 and u(p
iSwipe Phone X,TOOLS,4.7,58366,6.3M,"1,0)00,000++",Free,0,Everyon)e ,@Tools,"December 7, 2017",1.0,NA
X Launche%r Pro@ - IOS Styl+e! Theme @& Control% Center,ART_AND_DESIGN,NA,1216,8.6M,"10,000+",Paid,$1..99,Everyone ,Art & Design,"June 26, 2018",1.0.0,4.1 and up
+X Home Bar - Fr!ee,TOOLS,4.6,4210 ,1.9M,"100,*00$0+",Free,0,&Everyone ,Tools,"June 1(8,& 2018",*1.5.0,4.1 !a%nd u$p
[ROOT)] X Privac#y Insta@ller ,T!O+O%LS,4.2,12147,118k,"1,^000,000+",Fr$ee,0,Everyone,Too@ls,"January 25, #2015",1.1#8,4.(0.3 and up 
Extreme X )Ra&y R_obot Stu&nts,GAME ,4.3,10806,49M,NA,Free,0,NA,Racing,"May 9, 2017",_1.5.1 ,4.0 and up
